runtime,title,directors,genres
121.0,Blown Away,Stephen Hopkins,"Action,Crime,Drama"
108.0,Blue Chips,William Friedkin,"Drama,Sport"
101.0,Blue Sky,Tony Richardson,"Drama,Romance"
87.0,Body Snatchers,Abel Ferrara,"Horror,Sci-Fi"
107.0,Boxing Helena,Jennifer Lynch,"Drama,Mystery,Romance"
121.0,A Bronx Tale,Robert De Niro,"Crime,Drama"
80.0,Cabin Boy,Adam Resnick,"Adventure,Comedy,Romance"
90.0,Calendar Girl,John Whitesell,"Comedy,Drama"
144.0,Carlito's Way,Brian De Palma,"Crime,Drama,Thriller"
116.0,City Slickers II: The Legend of Curly's Gold,Paul Weiland,"Comedy,Western"
107.0,Clean Slate,Mick Jackson,"Comedy,Mystery"
112.0,Cliffhanger,Renny Harlin,"Action,Adventure,Thriller"
88.0,Coneheads,Steve Barron,"Comedy,Sci-Fi"
121.0,Color of Night,Richard Rush,"Drama,Mystery,Romance"
93.0,Cops & Robbersons,Michael Ritchie,"Comedy,Crime,Thriller"
102.0,The Cowboy Way,Gregg Champion,"Action,Comedy,Crime"
108.0,Dangerous Game,Abel Ferrara,Drama
110.0,Dave,Ivan Reitman,"Comedy,Romance"
102.0,Dazed and Confused,Richard Linklater,Comedy
115.0,Demolition Man,Marco Brambilla,"Action,Sci-Fi,Thriller"
109.0,The Endless Summer 2,Bruce Brown,"Adventure,Documentary,Sport"
96.0,Even Cowgirls Get the Blues,Gus Van Sant,"Comedy,Drama,Romance"
91.0,Fatal Instinct,Carl Reiner,"Comedy,Crime,Thriller"
171.0,Farewell My Concubine,Kaige Chen,"Drama,Music,Romance"
97.0,The Favor,Donald Petrie,"Comedy,Romance"
122.0,Fearless,Peter Weir,"Drama,Thriller"
88.0,Fear of a Black Hat,Rusty Cundieff,"Comedy,Music"
103.0,With Honors,Alek Keshishian,"Comedy,Drama"
126.0,Flesh and Bone,Steve Kloves,"Drama,Mystery,Romance"
101.0,Widows' Peak,John Irvin,"Comedy,Crime,Drama"
94.0,For Love or Money,Barry Sonnenfeld,"Comedy,Drama,Romance"
154.0,The Firm,Sydney Pollack,"Drama,Mystery,Thriller"
112.0,Free Willy,Simon Wincer,"Adventure,Drama,Family"
114.0,Fresh,Boaz Yakin,"Crime,Drama,Thriller"
130.0,The Fugitive,Andrew Davis,"Action,Crime,Drama"
115.0,Geronimo: An American Legend,Walter Hill,"Drama,History,Western"
115.0,The Getaway,Roger Donaldson,"Action,Adventure,Crime"
109.0,Getting Even with Dad,Howard Deutch,"Comedy,Crime,Family"
83.0,Go Fish,Rose Troche,"Comedy,Drama,Romance"
94.0,A Good Man in Africa,Bruce Beresford,Comedy
107.0,Guilty as Sin,Sidney Lumet,"Crime,Drama,Thriller"
97.0,Hard Target,John Woo,"Action,Crime,Thriller"
140.0,Heaven & Earth,Oliver Stone,"Action,Biography,Drama"
86.0,Hot Shots! Part Deux,Jim Abrahams,"Action,Comedy"
95.0,Live Nude Girls,Julianna Lavin,Comedy
99.0,The Englishman Who Went Up a Hill But Came Down a Mountain,Christopher Monger,"Comedy,Drama,Romance"
140.0,The House of the Spirits,Bille August,"Drama,Romance"
100.0,House Party 3,Eric Meza,"Comedy,Music"
111.0,The Hudsucker Proxy,"Joel Coen, Ethan Coen","Comedy,Drama,Fantasy"
115.0,I'll Do Anything,James L. Brooks,"Comedy,Drama"
91.0,In the Army Now,Daniel Petrie Jr.,"Comedy,War"
128.0,In the Line of Fire,Wolfgang Petersen,"Action,Crime,Drama"
133.0,In the Name of the Father,Jim Sheridan,"Biography,Crime,Drama"
110.0,The Inkwell,Matty Rich,"Comedy,Drama,Romance"
118.0,What's Love Got to Do with It,Brian Gibson,"Biography,Drama,Music"
112.0,Jimmy Hollywood,Barry Levinson,"Comedy,Crime,Drama"
110.0,Judgment Night,Stephen Hopkins,"Action,Crime,Drama"
127.0,Jurassic Park,Steven Spielberg,"Action,Adventure,Sci-Fi"
117.0,Kalifornia,Dominic Sena,"Crime,Drama,Thriller"
96.0,Killing Zoe,Roger Avary,"Crime,Drama,Thriller"
103.0,King of the Hill,Steven Soderbergh,"Drama,History"
94.0,Lassie,Daniel Petrie,"Adventure,Family"
130.0,Last Action Hero,John McTiernan,"Action,Adventure,Comedy"
91.0,Life With Mikey,James Lapine,"Comedy,Family"
98.0,Lightning Jack,Simon Wincer,"Comedy,Western"
101.0,M. Butterfly,David Cronenberg,"Drama,Romance"
111.0,Made in America,Richard Benjamin,Comedy
107.0,Malice,Harold Becker,"Crime,Mystery,Thriller"
114.0,The Man without a Face,Mel Gibson,Drama
104.0,Manhattan Murder Mystery,Woody Allen,"Comedy,Mystery"
97.0,Menace II Society,"Albert Hughes, Allen Hughes","Crime,Drama,Thriller"
133.0,Executive Decision,Stuart Baird,"Action,Adventure,Thriller"
105.0,In the Realm of the Senses,Nagisa Ôshima,"Drama,Romance"
91.0,What Happened Was...,Tom Noonan,"Comedy,Drama,Romance"
111.0,Much Ado About Nothing,Kenneth Branagh,"Comedy,Drama,Romance"
114.0,Mr. Jones,"Mike Figgis, Jon Amiel","Drama,Romance"
98.0,Mr. Wonderful,Anthony Minghella,"Comedy,Romance"
125.0,Mrs. Doubtfire,Chris Columbus,"Comedy,Drama,Family"
131.0,Naked,Mike Leigh,"Comedy,Drama"
107.0,The Next Karate Kid,Christopher Cain,"Action,Drama,Family"
112.0,The New Age,Michael Tolkin,"Comedy,Drama"
118.0,No Escape,Martin Campbell,"Action,Drama,Sci-Fi"
87.0,North,Rob Reiner,"Adventure,Comedy,Drama"
93.0,Orlando,Sally Potter,"Biography,Drama,Fantasy"
138.0,A Perfect World,Clint Eastwood,"Crime,Drama,Thriller"
125.0,Philadelphia,Jonathan Demme,Drama
121.0,The Piano,Jane Campion,"Drama,Music,Romance"
109.0,Poetic Justice,John Singleton,"Drama,Romance"
112.0,The Program,David S. Ward,"Action,Drama,Romance"
109.0,The Puppet Masters,Stuart Orme,"Horror,Sci-Fi,Thriller"
108.0,Radioland Murders,Mel Smith,"Comedy,Crime,Drama"
97.0,The Ref,Ted Demme,"Comedy,Crime,Drama"
134.0,The Remains of the Day,James Ivory,"Drama,Romance"
128.0,Renaissance Man,Penny Marshall,"Comedy,Drama"
125.0,Rising Sun,Philip Kaufman,"Action,Crime,Drama"
118.0,The Road to Wellville,Alan Parker,"Comedy,Drama"
104.0,RoboCop 3,Fred Dekker,"Action,Crime,Sci-Fi"
104.0,Robin Hood: Men in Tights,Mel Brooks,"Adventure,Comedy,Musical"
100.0,Romeo Is Bleeding,Peter Medak,"Crime,Drama,Romance"
94.0,Romper Stomper,Geoffrey Wright,"Crime,Drama,Thriller"
114.0,Ruby in Paradise,Victor Nunez,"Drama,Romance"
114.0,Rudy,David Anspaugh,"Biography,Drama,Sport"
99.0,The Saint of Fort Washington,Tim Hunter,Drama
126.0,Savage Nights,Cyril Collard,"Biography,Crime,Drama"
195.0,Schindler's List,Steven Spielberg,"Biography,Drama,History"
101.0,The Scout,Michael Ritchie,"Comedy,Drama,Sport"
110.0,Searching for Bobby Fischer,Steven Zaillian,"Biography,Drama,Sport"
105.0,Second Best,Chris Menges,Drama
102.0,The Secret Garden,Agnieszka Holland,"Drama,Family,Fantasy"
95.0,Serial Mom,John Waters,"Comedy,Crime,Thriller"
108.0,The Shadow,Russell Mulcahy,"Action,Adventure,Crime"
131.0,Shadowlands,Richard Attenborough,"Biography,Drama,Romance"
187.0,Short Cuts,Robert Altman,"Comedy,Drama"
106.0,A Simple Twist of Fate,Gillies MacKinnon,"Comedy,Drama"
98.0,Sirens,John Duigan,"Comedy,Drama,Romance"
112.0,Six Degrees of Separation,Fred Schepisi,"Comedy,Drama,Mystery"
105.0,Sleepless in Seattle,Nora Ephron,"Comedy,Drama,Romance"
108.0,Sliver,Phillip Noyce,"Drama,Thriller"
117.0,Blade Runner,Ridley Scott,"Action,Drama,Sci-Fi"
95.0,Son in Law,Steve Rash,"Comedy,Drama,Romance"
93.0,So I Married an Axe Murderer,Thomas Schlamme,"Comedy,Romance"
102.0,Striking Distance,Rowdy Herrington,"Action,Crime,Mystery"
113.0,Harem,Arthur Joffé,"Drama,Mystery,Romance"
104.0,Super Mario Bros.,"Annabel Jankel, Rocky Morton","Adventure,Comedy,Family"
96.0,Surviving the Game,Ernest R. Dickerson,"Action,Adventure,Crime"
102.0,Terminal Velocity,Deran Sarafian,"Action,Mystery,Romance"
93.0,Thirty Two Short Films About Glenn Gould,François Girard,"Biography,Drama,Music"
93.0,Threesome,Andrew Fleming,"Comedy,Drama,Romance"
76.0,The Nightmare Before Christmas,Henry Selick,"Adventure,Animation,Family"
105.0,The Three Musketeers,Stephen Herek,"Action,Adventure,Romance"
130.0,Tombstone,George P. Cosmatos,"Biography,Drama,History"
107.0,Trial by Jury,Heywood Gould,"Crime,Drama,Thriller"
120.0,True Romance,Tony Scott,"Crime,Drama,Romance"
96.0,The War Room,"Chris Hegedus, D.A. Pennebaker","Documentary,History"
80.0,The Pagemaster,"Pixote Hunt, Joe Johnston","Adventure,Animation,Comedy"
112.0,"Paris, France",Jerry Ciccoritti,"Comedy,Drama,Thriller"
0.0,"The Beans of Egypt, Maine",Jennifer Warren,Drama
97.0,Killer,Mark Malone,"Crime,Drama,Romance"
88.0,Welcome to the Dollhouse,Todd Solondz,"Comedy,Drama"
160.0,Germinal,Claude Berri,"Drama,Romance"
102.0,Chasers,Dennis Hopper,"Action,Comedy,Drama"
94.0,Cronos,Guillermo del Toro,"Drama,Fantasy,Horror"
95.0,Naked in New York,Daniel Algrant,"Comedy,Romance"
117.0,Kika,Pedro Almodóvar,Comedy
100.0,Bhaji on the Beach,Gurinder Chadha,"Adventure,Comedy,Drama"
119.0,Little Big League,Andrew Scheinman,"Comedy,Family,Sport"
102.0,The Slingshot,Åke Sandgren,Drama
102.0,Wide Eyed and Legless,,
90.0,Foreign Student,Eva Sereny,Drama
100.0,"Ciao, Professore!",Lina Wertmüller,Comedy
106.0,Spanking the Monkey,David O. Russell,"Comedy,Drama"
82.0,The Little Rascals,Penelope Spheeris,"Comedy,Family,Romance"
82.0,À la mode,Rémy Duchemin,Comedy
94.0,Andre,George Miller,"Adventure,Drama,Family"
92.0,The Escort,Ricky Tognazzi,"Action,Crime,Drama"
97.0,Princess Caraboo,Michael Austin,"Comedy,Drama,History"
102.0,The Celluloid Closet,"Rob Epstein, Jeffrey Friedman","Documentary,History"
94.0,Café au Lait,Mathieu Kassovitz,"Comedy,Romance"
100.0,Dear Diary,Nanni Moretti,"Biography,Comedy,Drama"
106.0,I Don't Want to Talk About It,María Luisa Bemberg,"Drama,Romance"
84.0,The Brady Bunch Movie,Betty Thomas,Comedy
103.0,Home Alone,Chris Columbus,"Comedy,Family"
127.0,Ghost,Jerry Zucker,"Drama,Fantasy,Romance"
90.0,Aladdin,"Ron Clements, John Musker","Adventure,Animation,Comedy"
137.0,Terminator 2: Judgment Day,James Cameron,"Action,Adventure,Sci-Fi"
181.0,Dances with Wolves,Kevin Costner,"Adventure,Drama,Western"
92.0,Tough and Deadly,,
126.0,Batman,Tim Burton,"Action,Adventure"
119.0,The Silence of the Lambs,Jonathan Demme,"Crime,Drama,Horror"
83.0,Snow White and the Seven Dwarfs,"William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen","Adventure,Animation,Family"
84.0,Beauty and the Beast,"Gary Trousdale, Kirk Wise","Animation,Family,Fantasy"
88.0,Pinocchio,"Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","Adventure,Animation,Comedy"
119.0,Pretty Woman,Garry Marshall,"Comedy,Romance"
87.0,Window to Paris,"Yuri Mamin, Arkadiy Tigay","Comedy,Drama,Fantasy"
145.0,The Wild Bunch,Sam Peckinpah,"Action,Adventure,Drama"
101.0,Love and a .45,C.M. Talkington,"Crime,Romance,Thriller"
113.0,The Wooden Man's Bride,Jianxin Huang,"Drama,Romance"
60.0,A Great Day in Harlem,Jean Bach,"Documentary,Music"
106.0,Bye Bye Love,Sam Weisman,"Comedy,Drama,Romance"
108.0,One Fine Day,Michael Hoffman,"Comedy,Drama,Romance"
93.0,Candyman: Farewell to the Flesh,Bill Condon,"Horror,Thriller"
112.0,Century,Stephen Poliakoff,"Drama,Romance"
98.0,Fargo,"Joel Coen, Ethan Coen","Crime,Drama,Thriller"
89.0,Homeward Bound II: Lost in San Francisco,David R. Ellis,"Adventure,Comedy,Family"
90.0,Heavy Metal,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","Adventure,Animation,Fantasy"
86.0,Hellraiser: Bloodline,Kevin Yagher,"Horror,Sci-Fi"
97.0,The Pallbearer,Matt Reeves,"Comedy,Romance"
112.0,Jane Eyre,Franco Zeffirelli,"Drama,Romance"
91.0,Loaded,Anna Campion,"Drama,Mystery,Thriller"
100.0,Bread and Chocolate,Franco Brusati,"Comedy,Drama"
78.0,The Aristocats,Wolfgang Reitherman,"Adventure,Animation,Comedy"
107.0,The Flower of My Secret,Pedro Almodóvar,"Comedy,Drama"
118.0,Two Much,Fernando Trueba,"Comedy,Romance"
94.0,Ed,Bill Couturié,"Comedy,Family,Sport"
105.0,Scream of Stone,Werner Herzog,Drama
127.0,My Favorite Season,André Téchiné,"Drama,Romance"
90.0,A Modern Affair,Vern Oakley,"Comedy,Drama,Romance"
83.0,Condition Red,Mika Kaurismäki,"Action,Drama,Thriller"
98.0,Halfaouine: Boy of the Terraces,Férid Boughedir,"Comedy,Drama"
108.0,A Thin Line Between Love and Hate,Martin Lawrence,"Comedy,Crime,Drama"
92.0,The Last Supper,Stacy Title,"Comedy,Crime,Drama"
129.0,Primal Fear,Gregory Hoblit,"Crime,Drama,Mystery"
89.0,Rude,Clement Virgo,"Crime,Drama"
109.0,Carried Away,Bruno Barreto,"Drama,Romance"
82.0,All Dogs Go to Heaven 2,"Larry Leker, Paul Sabella","Adventure,Animation,Family"
109.0,Land and Freedom,Ken Loach,"Drama,War"
80.0,Denise Calls Up,Hal Salwen,Comedy
92.0,Theodore Rex,Jonathan R. Betuel,"Action,Comedy,Family"
109.0,A Family Thing,Richard Pearce,"Comedy,Drama"
88.0,Frisk,Todd Verow,"Drama,Thriller"
90.0,Sgt. Bilko,Jonathan Lynn,Comedy
110.0,Jack & Sarah,Tim Sullivan,"Comedy,Drama,Romance"
108.0,Girl 6,Spike Lee,"Comedy,Drama"
107.0,Diabolique,Jeremiah S. Chechik,"Drama,Horror,Mystery"
90.0,"Little Indian, Big City",Hervé Palud,"Adventure,Comedy,Romance"
97.0,Roula,Martin Enlen,Drama
,Peanuts – Die Bank zahlt alles,Carlo Rola,Comedy
,Happy Weekend,Ed Herzog,Comedy
106.0,Nelly and Monsieur Arnaud,Claude Sautet,Drama
117.0,Courage Under Fire,Edward Zwick,"Action,Drama,Mystery"
110.0,Mission: Impossible,Brian De Palma,"Action,Adventure,Thriller"
85.0,Cold Fever,Friðrik Þór Friðriksson,"Comedy,Drama,Mystery"
123.0,Moll Flanders,Pen Densham,"Drama,Romance"
86.0,The Superwife,Sönke Wortmann,Comedy
100.0,"301, 302",Cheol-su Park,"Horror,Mystery,Thriller"
103.0,DragonHeart,Rob Cohen,"Action,Adventure,Fantasy"
,Und keiner weint mir nach,Joseph Vilsmaier,"Biography,Drama"
93.0,My Mother's Courage,Michael Verhoeven,"Drama,War"
100.0,Eddie,Steve Rash,"Comedy,Sport"
100.0,Yankee Zulu,Gray Hofmeyr,"Comedy,Drama"
92.0,Billy's Holiday,Richard Wherrett,Musical
115.0,Purple Noon,René Clément,"Crime,Drama,Thriller"
94.0,August,Anthony Hopkins,"Comedy,Drama,Romance"
79.0,James and the Giant Peach,Henry Selick,"Adventure,Animation,Family"
97.0,Fear,James Foley,"Drama,Thriller"
89.0,Kids in the Hall: Brain Candy,Kelly Makin,Comedy
91.0,Faithful,Paul Mazursky,"Comedy,Crime,Drama"
170.0,Underground,Emir Kusturica,"Comedy,Drama,Fantasy"
130.0,All Things Fair,Bo Widerberg,"Drama,Romance,War"
90.0,Bloodsport II,"Alan Mehrez, Philip Tan","Action,Sport"
125.0,Pather Panchali,Satyajit Ray,"Drama,History"
117.0,The World of Apu,Satyajit Ray,Drama
73.0,Mystery Science Theater 3000: The Movie,Jim Mallon,"Comedy,Drama,Fantasy"
100.0,Tarantella,Helen De Michiel,Drama
88.0,Space Jam,Joe Pytka,"Adventure,Animation,Comedy"
98.0,Barbarella,Roger Vadim,"Action,Adventure,Fantasy"
90.0,Hostile Intentions,Catherine Cyran,"Action,Drama,Thriller"
98.0,They Bite,Brett Piper,"Comedy,Horror,Sci-Fi"
25.0,Some Folks Call It a Sling Blade,,
0.0,The Run of the Country,Peter Yates,"Drama,Romance"
100.0,Alphaville,Jean-Luc Godard,"Comedy,Drama,Mystery"
128.0,Coup de Torchon,Bertrand Tavernier,"Comedy,Crime,Drama"
75.0,Tigrero: A Film That Was Never Made,Mika Kaurismäki,"Documentary,Drama"
110.0,The Eye of Vichy,Claude Chabrol,"Documentary,War"
96.0,Windows,Gordon Willis,"Drama,Thriller"
110.0,It's My Party,Randal Kleiser,"Drama,Romance"
118.0,Country Life,Michael Blakemore,"Drama,Romance"
107.0,Operation Dumbo Drop,Simon Wincer,"Action,Adventure,Comedy"
115.0,The Promise,Margarethe von Trotta,"Drama,Romance"
105.0,Mrs. Winterbourne,Richard Benjamin,"Comedy,Drama,Romance"
94.0,Solo,Norberto Barba,"Action,Sci-Fi,Thriller"
0.0,Under The Domim Tree,Eli Cohen,Drama
114.0,The Substitute,Robert Mandel,"Action,Crime,Drama"
94.0,True Crime,,
88.0,Butterfly Kiss,Michael Winterbottom,"Comedy,Drama,Romance"
99.0,Feeling Minnesota,Steven Baigelman,"Comedy,Crime,Drama"
99.0,Delta of Venus,Zalman King,Drama
0.0,To Cross the Rubicon,Barry Caillier,Comedy
90.0,Angus,Patrick Read Johnson,"Comedy,Drama"
138.0,Priest Daens,Stijn Coninx,"Biography,Drama,History"
130.0,Faces,John Cassavetes,Drama
86.0,Boys,Stacy Cochran,"Drama,Mystery,Romance"
95.0,The Quest,Jean-Claude Van Damme,"Action,Adventure,Drama"
102.0,Cosi,Mark Joffe,"Comedy,Drama,Music"
99.0,Sunset Park,Steve Gomer,"Drama,Sport"
107.0,Mulholland Falls,Lee Tamahori,"Crime,Drama,Mystery"
93.0,The Truth About Cats & Dogs,Michael Lehmann,"Comedy,Romance"
74.0,Oliver & Company,George Scribner,"Adventure,Animation,Comedy"
91.0,Celtic Pride,Tom DeCerchio,"Comedy,Sport"
95.0,Flipper,Alan Shapiro,"Adventure,Crime,Drama"
100.0,Captives,Angela Pope,"Crime,Drama,Romance"
103.0,Of Love and Shadows,Betty Kaplan,"Drama,Romance,Thriller"
121.0,Dead Man,Jim Jarmusch,"Adventure,Drama,Western"
135.0,The Horseman on the Roof,Jean-Paul Rappeneau,"Adventure,Drama,Romance"
91.0,Switchblade Sisters,Jack Hill,"Action,Crime,Drama"
106.0,Mouth to Mouth,Manuel Gómez Pereira,"Comedy,Romance"
107.0,The Visitors,Jean-Marie Poiré,"Comedy,Fantasy"
117.0,Multiplicity,Harold Ramis,"Comedy,Romance,Sci-Fi"
112.0,"The Haunted World of Edward D. Wood, Jr.",Brett Thompson,"Biography,Documentary,Horror"
86.0,Two Friends,"Spiro Scimone, Francesco Sframeli",Drama
101.0,The Craft,Andrew Fleming,"Drama,Fantasy,Horror"
91.0,The Great White Hype,Reginald Hudlin,"Comedy,Sport"
103.0,Last Dance,Bruce Beresford,"Drama,Thriller"
95.0,War Stories Our Mother Never Told Us,Gaylene Preston,"Documentary,Romance,War"
95.0,Cold Comfort Farm,,
104.0,"Institute Benjamenta, or This Dream People Call Human Life","Stephen Quay, Timothy Quay, Weiser Quay",Drama
132.0,Heaven's Prisoners,Phil Joanou,"Drama,Mystery,Thriller"
99.0,Original Gangstas,"Larry Cohen, Fred Williamson","Action,Crime,Drama"
136.0,The Rock,Michael Bay,"Action,Adventure,Thriller"
91.0,Getting Away with Murder,Harvey Miller,Comedy
105.0,Cemetery Man,Michele Soavi,"Comedy,Horror"
113.0,Twister,Jan de Bont,"Action,Adventure,Thriller"
98.0,Barb Wire,David Hogan,"Action,Sci-Fi"
102.0,Le Garçu,Maurice Pialat,Drama
92.0,Honeymoon,Gabriel Barylli,Comedy
83.0,Ghost in the Shell,Mamoru Oshii,"Action,Animation,Crime"
92.0,Thinner,Tom Holland,"Fantasy,Horror"
81.0,Spy Hard,Rick Friedberg,"Action,Comedy"
102.0,Brothers in Trouble,Udayan Prasad,"Comedy,Drama"
30.0,A Close Shave,,
78.0,Force of Evil,Abraham Polonsky,"Crime,Drama,Film-Noir"
94.0,The Stupids,John Landis,"Adventure,Comedy"
115.0,The Arrival,David Twohy,"Mystery,Sci-Fi,Thriller"
103.0,The Man from Down Under,Robert Z. Leonard,"Action,Comedy,Drama"
95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,"Comedy,War"
100.0,Careful,Guy Maddin,"Comedy,Drama,Horror"
88.0,Vermont Is for Lovers,John O'Brien,Comedy
92.0,A Month by the Lake,John Irvin,"Comedy,Drama,Romance"
94.0,Gold Diggers: The Secret of Bear Mountain,Kevin James Dobson,"Adventure,Drama,Family"
113.0,Kim,Victor Saville,"Adventure,Drama,Family"
91.0,Carmen Miranda: Bananas Is My Business,Helena Solberg,"Biography,Documentary,Music"
100.0,Ashes of Time,Wong Kar-Wai,"Action,Drama"
86.0,The Jar,Ebrahim Forouzesh,"Drama,Family"
105.0,Maya Lin: A Strong Clear Vision,Freida Lee Mock,"Biography,Documentary"
134.0,Stalingrad,Joseph Vilsmaier,"Drama,War"
100.0,The Phantom,Simon Wincer,"Action,Adventure,Comedy"
115.0,Striptease,Andrew Bergman,"Comedy,Crime,Drama"
102.0,The Last of the High Kings,David Keating,"Comedy,Drama"
105.0,Heavy,James Mangold,"Drama,Romance"
113.0,Jack,Francis Ford Coppola,"Comedy,Drama,Fantasy"
103.0,I Shot Andy Warhol,Mary Harron,"Biography,Drama"
107.0,The Grass Harp,Charles Matthau,"Comedy,Drama"
96.0,Someone Else's America,Goran Paskaljevic,"Comedy,Drama"
80.0,Life is Rosy,"Benoît Lamy, Mweze Ngangura","Comedy,Drama,Musical"
80.0,Quartier Mozart,Jean-Pierre Bekolo,Comedy
85.0,Touki Bouki,Djibril Diop Mambéty,Drama
75.0,God's Gift,Gaston Kaboré,Drama
121.0,Spirits of the Dead,"Federico Fellini, Louis Malle, Roger Vadim","Drama,Horror,Mystery"
109.0,Babyfever,"Victoria Foyt, Henry Jaglom","Comedy,Drama,Romance"
90.0,Pharaoh's  Army,Robby Henson,"Drama,War,Western"
93.0,Trainspotting,Danny Boyle,"Crime,Drama"
113.0,Til There Was You,Scott Winant,"Comedy,Romance"
145.0,Independence Day,Roland Emmerich,"Action,Adventure,Sci-Fi"
116.0,Stealing Beauty,Bernardo Bertolucci,"Drama,Mystery,Romance"
116.0,The Fan,Tony Scott,"Action,Drama,Sport"
91.0,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Animation,Drama,Family"
96.0,The Cable Guy,Ben Stiller,"Comedy,Drama,Thriller"
113.0,Kingpin,"Bobby Farrelly, Peter Farrelly","Comedy,Sport"
115.0,Eraser,Chuck Russell,"Action,Crime,Thriller"
180.0,The Gate of Heavenly Peace,,
95.0,The Nutty Professor,Tom Shadyac,"Comedy,Romance,Sci-Fi"
105.0,"I, the Worst of All",María Luisa Bemberg,"Biography,Drama,History"
82.0,An Unforgettable Summer,Lucian Pintilie,"Drama,Romance,War"
97.0,A Hungarian Fairy Tale,Gyula Gazdag,Fantasy
90.0,My Life and Times With Antonin Artaud,Gérard Mordillat,"Biography,Drama"
100.0,Midnight Dancers,Mel Chionglo,"Crime,Drama"
102.0,Somebody to Love,Alexandre Rockwell,"Comedy,Drama"
80.0,A Very Natural Thing,Christopher Larkin,"Drama,Romance"
0.0,The Old Lady Who Walked in the Sea,Laurent Heynemann,"Comedy,Crime,Drama"
115.0,Daylight,Rob Cohen,"Action,Adventure,Drama"
110.0,The Frighteners,Peter Jackson,"Comedy,Drama,Fantasy"
135.0,Lone Star,John Sayles,"Drama,Mystery,Western"
100.0,Harriet the Spy,Bronwen Hughes,"Comedy,Drama,Family"
123.0,Phenomenon,Jon Turteltaub,"Drama,Fantasy,Romance"
